id,ime,fakulteta,univerza,predmeti,st_ocen,ocena
1746,Erman Andreja,Medicinska fakulteta,Univerza v Ljubljani,['Biologija celice'],68,3.4

1747,Finderle Žarko,Medicinska fakulteta,Univerza v Ljubljani,"['Fiziologija', 'Fiziologija napora', 'Hiperbarična medicina']",94,3.6

1748,Fischinger Janez,Medicinska fakulteta,Univerza v Ljubljani,['Otorinolaringologija'],33,4.4

1749,Gale Nina,Medicinska fakulteta,Univerza v Ljubljani,['Patologija'],57,2.5

1750,Geršak Borut,Medicinska fakulteta,Univerza v Ljubljani,[''],48,3.2

1751,Geršak Ksenija,Medicinska fakulteta,Univerza v Ljubljani,['Ginekologija in porodništvo'],6,4.3

1752,Goličnik Marko,Medicinska fakulteta,Univerza v Ljubljani,[''],38,4.1

1753,Grad Anton,Medicinska fakulteta,Univerza v Ljubljani,['Nevrologija'],66,4.0

1754,Grubič Zoran,Medicinska fakulteta,Univerza v Ljubljani,['Pafi'],15,4.5

1755,Gubina Marija,Medicinska fakulteta,Univerza v Ljubljani,[''],17,1.5

1756,Hawlina Marko,Medicinska fakulteta,Univerza v Ljubljani,['Oftalmologija'],55,3.4

1757,Hribernik Marjana,Medicinska fakulteta,Univerza v Ljubljani,['Anatomija'],101,4.6

1758,Hudoklin Samo,Medicinska fakulteta,Univerza v Ljubljani,['Biologija celice'],100,4.7

1759,Ihan Alojz,Medicinska fakulteta,Univerza v Ljubljani,"['Mikrobiologija', 'Kirurgija']",110,2.7

1760,Jan Janja,Medicinska fakulteta,Univerza v Ljubljani,['Zobne bolezni'],8,2.2

1761,Jebać Rok,Medicinska fakulteta,Univerza v Ljubljani,"['Ginekologija', 'Mikrobiologija']",13,3.8

1762,Jeverica Samo,Medicinska fakulteta,Univerza v Ljubljani,['Mikrobiologija'],18,4.1

1763,Jevnikar Peter,Medicinska fakulteta,Univerza v Ljubljani,['Snemna protetika'],5,4.0

1764,Jezernik Kristijan,Medicinska fakulteta,Univerza v Ljubljani,['Biologija celice'],175,2.8

1765,Jože Balažic,Medicinska fakulteta,Univerza v Ljubljani,['Sodna medicina'],221,4.0

1766,Kogoj Aleš,Medicinska fakulteta,Univerza v Ljubljani,[''],10,4.4

1767,Kolšek Marko,Medicinska fakulteta,Univerza v Ljubljani,[''],20,2.8

1768,Komel Radovan,Medicinska fakulteta,Univerza v Ljubljani,['Biokemija I'],169,2.3

1769,Koren Srečko,Medicinska fakulteta,Univerza v Ljubljani,[''],31,3.3

1770,Kotnik Vladimir,Medicinska fakulteta,Univerza v Ljubljani,['Mikrobiologija'],27,3.6

1771,Košnik Mitja,Medicinska fakulteta,Univerza v Ljubljani,"['Imunske bolezni', 'Dihala']",24,3.3

1772,Kranjec Igor,Medicinska fakulteta,Univerza v Ljubljani,[''],6,2.3

1773,Kržišnik Ciril,Medicinska fakulteta,Univerza v Ljubljani,[''],38,4.3

1774,Kuhar Milan,Medicinska fakulteta,Univerza v Ljubljani,[''],4,4.8

1775,Lainščak Mitja,Medicinska fakulteta,Univerza v Ljubljani,[''],18,2.2

1776,Lanišnik Rižner Tea,Medicinska fakulteta,Univerza v Ljubljani,[''],36,2.2

1777,Lenasi Helena,Medicinska fakulteta,Univerza v Ljubljani,"['Fiziologija', 'Fiziologija športa']",150,2.1

1778,Lunder Tomaž,Medicinska fakulteta,Univerza v Ljubljani,['Dermatovenerologija'],15,2.0

1779,Luzar Boštjan,Medicinska fakulteta,Univerza v Ljubljani,[''],45,3.6

1780,Marinček Črt,Medicinska fakulteta,Univerza v Ljubljani,['Fizikalna in rehabilitacijska medicina'],33,1.4

1781,Marion Ljubo,Medicinska fakulteta,Univerza v Ljubljani,['Fiksna protetika'],36,2.4

1782,Marš Tomaž,Medicinska fakulteta,Univerza v Ljubljani,[''],14,3.1

1783,Meden Vrtovec Helena,Medicinska fakulteta,Univerza v Ljubljani,[''],24,2.7

1784,Meznarič Petruša Mija,Medicinska fakulteta,Univerza v Ljubljani,['Anatomija'],137,4.4

1785,Milutinovič Živin Aleksandra,Medicinska fakulteta,Univerza v Ljubljani,['Histologija'],43,4.1

1786,Mivšek Mušič Ema,Medicinska fakulteta,Univerza v Ljubljani,[''],9,2.7

1787,Možina Hugon,Medicinska fakulteta,Univerza v Ljubljani,['Interna medicina'],47,3.6

1788,Müller-premru Manica,Medicinska fakulteta,Univerza v Ljubljani,['Mikrobiologija'],37,1.5

1789,Neubauer David,Medicinska fakulteta,Univerza v Ljubljani,[''],18,4.3

1790,Novak- Antolič Živa,Medicinska fakulteta,Univerza v Ljubljani,['Ginekologija'],31,2.0

1791,Pavlovčič Vinko,Medicinska fakulteta,Univerza v Ljubljani,[''],12,4.2

1792,Pfeifer Marija,Medicinska fakulteta,Univerza v Ljubljani,['Interna medicina'],6,1.7

1793,Pirkmajer Sergej,Medicinska fakulteta,Univerza v Ljubljani,['Patološka fizologija'],25,4.6

1794,Pirtošek Zvezdan,Medicinska fakulteta,Univerza v Ljubljani,['Nevrologija'],192,4.4

1795,Plemenitaš Ana,Medicinska fakulteta,Univerza v Ljubljani,['Biokemija 2'],92,2.4

1796,Pleskovič Zorc Ruda,Medicinska fakulteta,Univerza v Ljubljani,['Histologija z embriologijo'],61,1.9

1797,Podgornik Rudolf,Medicinska fakulteta,Univerza v Ljubljani,[''],38,4.2

1798,Poljak Marijo,Medicinska fakulteta,Univerza v Ljubljani,[''],0,0

1799,Poredoš Pavel,Medicinska fakulteta,Univerza v Ljubljani,['Interna medicina'],69,2.7

1800,Potočnik Nejka,Medicinska fakulteta,Univerza v Ljubljani,"['Fiziologija', 'Fiziologija napora']",6,3.5

1801,Ravnik Dean,Medicinska fakulteta,Univerza v Ljubljani,['Anatomija'],284,4.1

1802,Ribarič Samo,Medicinska fakulteta,Univerza v Ljubljani,['Patološka fizologija'],42,1.4

1803,Ribič Pucelj Martina,Medicinska fakulteta,Univerza v Ljubljani,['Ginekologija in porodništvo'],11,4.0

1804,Romih Rok,Medicinska fakulteta,Univerza v Ljubljani,['Biologija celice'],67,2.7

1805,Rot Uroš,Medicinska fakulteta,Univerza v Ljubljani,['Nevrologija'],25,2.2

1806,Rott Tomaž,Medicinska fakulteta,Univerza v Ljubljani,[''],15,3.3

1807,Rozman Damjana,Medicinska fakulteta,Univerza v Ljubljani,['Biokemija I'],55,1.9

1808,Rudolf Zvonimir,Medicinska fakulteta,Univerza v Ljubljani,['Onkologija in radioterapija'],22,3.8

1809,Ružić Sabljić Eva,Medicinska fakulteta,Univerza v Ljubljani,[''],0,0

1810,Seme Katja,Medicinska fakulteta,Univerza v Ljubljani,['Mikrobiologija'],23,4.3

1811,Smrkolj Vladimir,Medicinska fakulteta,Univerza v Ljubljani,['Kirurgija'],93,1.6

1812,Sok Miha,Medicinska fakulteta,Univerza v Ljubljani,['Kirurgija'],20,2.4

1813,Stanovnik Lovro,Medicinska fakulteta,Univerza v Ljubljani,"['Farmakologija in eksperimentalna toksikologija', 'Družinska medicina']",32,1.9

1814,Starc Vito,Medicinska fakulteta,Univerza v Ljubljani,[''],85,2.6

1815,Sterle Maksimiljan,Medicinska fakulteta,Univerza v Ljubljani,['Biologija celice'],57,3.9

1816,Stirn Kranjc Branka,Medicinska fakulteta,Univerza v Ljubljani,[''],8,2.2

1817,Stojanovič Larisa,Medicinska fakulteta,Univerza v Ljubljani,['Anatomija'],50,2.0

1818,Strle Franc,Medicinska fakulteta,Univerza v Ljubljani,['Biologija celice'],10,4.1

1819,Svetina Saša,Medicinska fakulteta,Univerza v Ljubljani,['Biofizika'],108,2.0

1820,Tomori Martina,Medicinska fakulteta,Univerza v Ljubljani,[''],41,4.3

1821,Uche - Qrac Ikechukwu,Medicinska fakulteta,Univerza v Ljubljani,[''],2,5.0

1822,Veranič Peter,Medicinska fakulteta,Univerza v Ljubljani,"['Biologija celice', 'Oralna biologija']",119,4.3

1823,Vodušek David Božidar,Medicinska fakulteta,Univerza v Ljubljani,[''],23,2.4

1824,Vogler Andrej,Medicinska fakulteta,Univerza v Ljubljani,[''],8041,3.5

1825,Ziherl Slavko,Medicinska fakulteta,Univerza v Ljubljani,['Psihiatrija'],31,3.9

1826,Zorc Metka,Medicinska fakulteta,Univerza v Ljubljani,['Histologija z embriologijo'],58,2.1

1827,Zorko Matjaž,Medicinska fakulteta,Univerza v Ljubljani,['Biokemija I'],214,4.0

1828,Zorn Branko,Medicinska fakulteta,Univerza v Ljubljani,['Ginekologija in porodništvo'],11,3.1

1829,Zupanc Oskar,Medicinska fakulteta,Univerza v Ljubljani,['Ortopedija'],22,3.6

1830,Zupanič Slavec Zvonka,Medicinska fakulteta,Univerza v Ljubljani,['Zgodovina medicine'],194,4.3

1831,Čižman Milan,Medicinska fakulteta,Univerza v Ljubljani,['Infekcijske bolezni'],19,4.1

1832,Črešnar Bronislava,Medicinska fakulteta,Univerza v Ljubljani,['Biokemija II'],31,2.4

1833,Šebeštjen Miran,Medicinska fakulteta,Univerza v Ljubljani,[''],4,4.5

1834,Štrucl Martin,Medicinska fakulteta,Univerza v Ljubljani,['Fiziologija živčevja'],49,3.1

1835,Šuškovič Stanislav,Medicinska fakulteta,Univerza v Ljubljani,[''],0,0

1836,Švab Igor,Medicinska fakulteta,Univerza v Ljubljani,['Družinska medicina'],35,2.3

1837,Žakelj Mavrič Marija,Medicinska fakulteta,Univerza v Ljubljani,['Biokemija II'],69,3.3

1838,Žargi Miha,Medicinska fakulteta,Univerza v Ljubljani,[''],21,2.6

1839,Žekš Boštjan,Medicinska fakulteta,Univerza v Ljubljani,[''],88,3.4

1840,Živin Marko,Medicinska fakulteta,Univerza v Ljubljani,[''],6,2.7

1841,Bizjak Milan,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Preiskava materialov', 'Elektrotehnika', 'Metalurgija prahov']",34,4.2

1842,Bračić Janko,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Metumitka'],85,2.8

1843,Dobovšek Igorr,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Statika in trdnost'],23,1.9

1844,Fajfar Peter,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Energetsko predelovalni praktikum'],27,4.8

1845,Golob Gorazd,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Tisk', 'Sgp', 'Uvod v grafične medije']",56,3.9

1846,Hann Damijan,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],14,4.0

1847,Hladnik Aleš,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Interaktivni mediji', 'Interaktivni sistemi']",91,2.2

1848,Javorsek Dejana,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],1,5.0

1849,Jaćić Branko,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],16,2.5

1850,Klančnik Maja,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],7,2.0

1851,Knap Matjaž,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Pirometalurgija', 'Jeklarstvo']",32,2.2

1852,Kosec Borut,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Toplotna tehnika', 'Prenos toplote in snovi']",47,4.6

1853,Kugler Goran,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Računalniški praktikum', 'Proizvodni sistemi v trdnem', 'Modelski praktikum']",28,3.1

1854,Lah Nina,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Kemija 1'],54,4.4

1855,Likar Jakob,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],45,4.2

1856,Markoli Boštjan,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Struktura materialov', 'Fizikalna metalugrija']",39,2.8

1857,Medved Jožef,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Termodinamika'],39,3.8

1858,Mikuž Vasja,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],15,3.0

1859,Možina Klemen,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Grafični materiali'],58,2.7

1860,Možina Klementina,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Tipografsko načrtovanje', 'Tipografski elementi']",75,3.2

1861,Mrvar Priimoz,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Materiali in lastnosti', 'Livarstvo ']",38,3.9

1862,Muck Tadeja,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Tiskarski postopki'],47,2.9

1863,Nagode Aleš,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Fizikalna metalurgija jekla', 'Fizikalna metalurgija neželeznih kovin', 'Kompoziti']",17,4.1

1864,Petek Bojan,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Pim'],37,3.1

1865,Pušnik Nace,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Deklica za vse'],52,2.4

1866,Rat Blaž,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Tipografija'],45,2.9

1867,Rodič Tomaž,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Strojni elementi', 'Mehanika materialov', 'Mehanika polimerov']",28,3.9

1868,Rozman Janja,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],4,4.8

1869,Terčelj Milan,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Osnove inženirstva'],111,2.0

1870,Urbas Raša,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['Uvod v grafične medije', 'Interaktivni mediji']",19,2.5

1871,Vončina Maja,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Termodinamika'],30,2.7

1872,Čeh Boris,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,['Anorganska kemija'],61,2.9

1873,Brenčič Mihael,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],24,3.5

1874,Dolenec Tadej,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],37,4.1

1875,Dolenec Matej,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],37,3.4

1876,Gale Luka,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],43,4.3

1877,Herlec Uroš,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],59,3.8

1878,Horvat Aleksander,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],20,2.4

1879,Mirtič Breda,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],51,3.5

1880,Nina Zupančič,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],61,4.4

1881,Rogan Šmuc Nastja,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],10,3.1

1882,Rožič Boštjan,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],56,4.3

1883,Verbovšek Timotej,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],43,3.6

1884,Vrabec Marko,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],66,2.3

1885,Vrabec Mirijam,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],59,2.9

1886,Šmuc Andrej,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],51,4.2

1887,Žvab Rožič Petra,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],9,2.8

1888,Gorazd Golob,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,[''],0,0

1889,Slavec Darko,Naravoslovnotehniška fakulteta,Univerza v Ljubljani,"['', '']",0,0

1890,Alenka Cemič,Pedagoška fakulteta,Univerza v Ljubljani,[''],12,2.6

1891,Bajc Jure,Pedagoška fakulteta,Univerza v Ljubljani,"['Didaktika fizike2', 'Tehniška fizika']",130,4.2

1892,Bajd Barbara,Pedagoška fakulteta,Univerza v Ljubljani,"['Začetno naravoslovje', 'Anatomija človeka']",122,2.5

1893,Bavdek Gregor,Pedagoška fakulteta,Univerza v Ljubljani,['Tehniška fizika'],111,4.2

1894,Berčnik Sanja,Pedagoška fakulteta,Univerza v Ljubljani,"['Teorija vzgoje - seminarji', 'Pedagogika otrok z motnjami v razvoju']",84,4.2

1895,Bratuša Mirko,Pedagoška fakulteta,Univerza v Ljubljani,['Kiparstvo1'],23,3.4

1896,Brinc Franci,Pedagoška fakulteta,Univerza v Ljubljani,['Socialna politika in pravno varstvo'],3,4.7

1897,Burian Maja,Pedagoška fakulteta,Univerza v Ljubljani,[''],3,2.3

1898,Cencelj Matija,Pedagoška fakulteta,Univerza v Ljubljani,"['Analiza 1', 'Geometrija', 'Topologija']",146,3.8

1899,Cerar Špela,Pedagoška fakulteta,Univerza v Ljubljani,"['Sistemska programska oprema', 'Uvod v računalništvo', 'Didaktika računalništva s prakso']",45,3.4

1900,DediĆ Karmen,Pedagoška fakulteta,Univerza v Ljubljani,[''],45,3.9

1901,Dekleva Bojan,Pedagoška fakulteta,Univerza v Ljubljani,['Teoretična pojmovanja težav v socialni integraciji'],58,4.0

1902,Devetak Iztok,Pedagoška fakulteta,Univerza v Ljubljani,"['Eksperimenti demonstracijski', 'Fiziologija prehrane', 'Naravoslovje - kemijske vsebine']",156,2.7

1903,Erbeli Florina,Pedagoška fakulteta,Univerza v Ljubljani,['Anglescina III'],35,4.7

1904,Filipčič Tjaša,Pedagoška fakulteta,Univerza v Ljubljani,[''],35,3.2

1905,Frelih Črtomir,Pedagoška fakulteta,Univerza v Ljubljani,"['Grafika', 'Risanje']",110,4.6

1906,Gaber Slavko,Pedagoška fakulteta,Univerza v Ljubljani,"['Sociologija vzgoje', 'Sociologija družine']",106,3.3

1907,Glažar Saša A.,Pedagoška fakulteta,Univerza v Ljubljani,"['Razvoj kemije', 'Kemija materialov', 'Prebivalstvo in okolje']",178,3.8

1908,Godec Soršak Lara,Pedagoška fakulteta,Univerza v Ljubljani,[''],19,4.4

1909,Golli Bojan,Pedagoška fakulteta,Univerza v Ljubljani,"['Matematična fizika', 'Matematične metode v fiziki', 'Osnove merjenj', 'Moderna fizika', 'Atomi molekule  jedra']",159,4.2

1910,Gomboc Andreja,Pedagoška fakulteta,Univerza v Ljubljani,['Astronomija'],35,4.3

1911,Gorjup Tomaž,Pedagoška fakulteta,Univerza v Ljubljani,['Slikanje 1'],24,4.3

1912,Gostinčar Blagotinšek Ana,Pedagoška fakulteta,Univerza v Ljubljani,[''],162,2.8

1913,Guid Nikola,Pedagoška fakulteta,Univerza v Ljubljani,['Programiranje 2'],4,2.0

1914,Guštin Veselko,Pedagoška fakulteta,Univerza v Ljubljani,[''],19,2.4

1915,Hribar Košir Aleksandra,Pedagoška fakulteta,Univerza v Ljubljani,['Tuj jezik'],74,2.0

1916,Huzjan Zdenko,Pedagoška fakulteta,Univerza v Ljubljani,['Slikanje'],14,3.8

1917,Jamšek Janez,Pedagoška fakulteta,Univerza v Ljubljani,"['Didaktika tehnike s seminarjem', 'Matematične metode v tehniki']",200,3.7

1918,Je Peder Miha Koren,Pedagoška fakulteta,Univerza v Ljubljani,[''],5,3.4

1919,Jerman Janez,Pedagoška fakulteta,Univerza v Ljubljani,"['Metode raziskovanja na področju srp', 'Psihologija mdr']",57,3.8

1920,Jesih Boris,Pedagoška fakulteta,Univerza v Ljubljani,[''],5,4.2

1921,Juriševič Mojca,Pedagoška fakulteta,Univerza v Ljubljani,"['Pedagoška psihologija', 'Psihologija za učitelje']",137,2.3

1922,Jurkovič Majda,Pedagoška fakulteta,Univerza v Ljubljani,[''],17,2.9

1923,Kaučič Branko,Pedagoška fakulteta,Univerza v Ljubljani,"['Programiranje 2', 'Programska oprema', 'Osnove programiranja', 'Uporabniška programska oprema', 'Programiranje']",71,3.7

1924,Kavkler Marija,Pedagoška fakulteta,Univerza v Ljubljani,"['Osnove soc. in reh. ped.', 'Metodika snd', 'Metodika matematike']",50,3.6

1925,Kemperl Metoda,Pedagoška fakulteta,Univerza v Ljubljani,['Zgodovina likovne umetnosti s teorijo umetnosti '],23,3.9

1926,Kobolt Alenka,Pedagoška fakulteta,Univerza v Ljubljani,"['Socialna psihologija', 'Socialna interakcija', 'Teorija osebnosti s psihodinamiko']",32,3.7

1927,Koch Verena,Pedagoška fakulteta,Univerza v Ljubljani,"['Metodologija gospodinjskega izobraževanja', 'Poznavanje živil', 'Prehrana']",16,2.8

1928,Kocjančič Slavko,Pedagoška fakulteta,Univerza v Ljubljani,"['Robotika', 'Elektrotehnika', 'Projekti iz elektronike', 'Energetika', 'Elektronika 2']",263,4.4

1929,Končar Majda,Pedagoška fakulteta,Univerza v Ljubljani,"[' učenje in poučevanje oseb s pp', 'Prilagojena in pomožna ikt']",20,2.6

1930,Kordeš Urban,Pedagoška fakulteta,Univerza v Ljubljani,['Neinstit. soc. ped. delo'],40,4.2

1931,Kostanjevec Stojan,Pedagoška fakulteta,Univerza v Ljubljani,"['Gastronomija in kulinarika', 'Načini prehranjevanja']",40,3.5

1932,Kovačič Bojan,Pedagoška fakulteta,Univerza v Ljubljani,['Osnove oblikoslovnosti'],5,3.8

1933,Košak Babuder Milena,Pedagoška fakulteta,Univerza v Ljubljani,['Praksa'],44,4.4

1934,Košir Stane,Pedagoška fakulteta,Univerza v Ljubljani,['Teorije rehabilitacije'],28,3.5

1935,Kranjc Simona,Pedagoška fakulteta,Univerza v Ljubljani,['Logopedija z diagnostiko'],9,4.1

1936,Kranjc Tomaž,Pedagoška fakulteta,Univerza v Ljubljani,"['Fizika v tehniki', 'Fizika trdne snovi']",81,2.4

1937,Kranjc Lukas,Pedagoška fakulteta,Univerza v Ljubljani,[''],0,0

1938,Kranjčan Mitja,Pedagoška fakulteta,Univerza v Ljubljani,['Didaktika socialnega pedagoškega dela'],26,2.5

1939,Krek Janez,Pedagoška fakulteta,Univerza v Ljubljani,['Filozofija edukacije'],47,3.2

1940,Krnel Dušan,Pedagoška fakulteta,Univerza v Ljubljani,['Didaktika naravoslovja'],33,3.6

1941,Kuzman Boštjan,Pedagoška fakulteta,Univerza v Ljubljani,"['Osnove linearne algebre', 'Algebrske strukture', 'Izbrane vsebine iz matenatike', 'Verjetnost in statistika']",217,3.4

1942,Kverh Bojan,Pedagoška fakulteta,Univerza v Ljubljani,"['Računalniška grafika', 'Algoritmi in podatkovne strukture']",30,3.7

1943,Leonardis Aleš,Pedagoška fakulteta,Univerza v Ljubljani,['Računalniška grafika'],15,3.5

1944,Lesar Irena,Pedagoška fakulteta,Univerza v Ljubljani,['Teorija vzgoje'],71,2.7

1945,Lipec Stopar Mojca,Pedagoška fakulteta,Univerza v Ljubljani,"['Uvod v srp ', 'Pedagogika otrok z motnjami v razvoju', 'Inkluzivna vzgoja in izobraževanje']",91,2.8

1946,Lovšin Kozina Francka,Pedagoška fakulteta,Univerza v Ljubljani,"['Ekonomika gospodinjstev', 'Ppu iz gospodinjstva 1']",31,4.5

1947,Lukšič Primož,Pedagoška fakulteta,Univerza v Ljubljani,[''],23,3.3

1948,Magajna Lidija,Pedagoška fakulteta,Univerza v Ljubljani,"['Prepoznavanje in ocenjevanje pp', 'Značilnosti in ocenjevanje oseb s pppu']",47,3.5

1949,Magajna Zlatan,Pedagoška fakulteta,Univerza v Ljubljani,"['Didaktika matematike I', 'Didaktika matematike II', 'Elementarna matematika', 'Matematika rp']",106,3.5

1950,Makše Roman,Pedagoška fakulteta,Univerza v Ljubljani,['Kiparstvo'],11,2.9

1951,Malnič Aleksander,Pedagoška fakulteta,Univerza v Ljubljani,"['Algebra 1', 'Algebra 2']",185,2.9

1952,Manfreda Kolar Vida,Pedagoška fakulteta,Univerza v Ljubljani,['Didaktika matematike'],26,3.8

1953,Marušič Dragan,Pedagoška fakulteta,Univerza v Ljubljani,['Teorija grafov'],93,2.2

1954,Mastnak Adrijana,Pedagoška fakulteta,Univerza v Ljubljani,['Didaktika osnovnošolske matematike'],20,2.6

1955,Matej Guid,Pedagoška fakulteta,Univerza v Ljubljani,['Programiranje 2'],5,3.2

1956,Miha Slapničar,Pedagoška fakulteta,Univerza v Ljubljani,"['Kemija 1 - laboratorijske vaje', 'Kemija materialov', 'Naravoslovje - kemijske vsebine']",36,4.5

1957,Nancovska Šerbec Irena,Pedagoška fakulteta,Univerza v Ljubljani,"['Računalniški praktikum', 'Uvod v programiranje', 'Uporaba programske opreme', 'Uvod v računalništvo', 'Arhitekture računalniških sistemov', 'Ikt za poučevanje računalništva', 'Izbrana poglavja računalništva z didaktiko', 'Uporaba umetne inteligence v izobraževanju', 'Ikt v izobraževanju']",177,3.9
